"par","distancia"
"Item_1_Item_2",0.00327956865420278
"Item_1_Item_3",0.00275747850349303
"Item_1_Item_4",0.00188878657413082
"Item_1_Item_5",0.00568464513046342
"Item_1_Item_6",0.00514453857858889
"Item_1_Item_7",0.00371630332612274
"Item_1_Item_8",0.00290457642156238
"Item_1_Item_9",0.00122649474948321
"Item_1_Item_10",0.00385545942094384
"Item_1_Item_11",0.00565692659117364
"Item_1_Item_12",0.00630994341557747
"Item_1_Item_13",0.00615588806135697
"Item_1_Item_14",0.00245018550619959
"Item_1_Item_15",0.00173543677927644
"Item_1_Item_16",0.00399127918829069
"Item_1_Item_17",0.00510522475529917
"Item_1_Item_18",0.00293599870759982
"Item_1_Item_19",0.00410728176744226
"Item_1_Item_20",0.00317287868946258
"Item_2_Item_3",0.00419044683230647
"Item_2_Item_4",0.000877249691232977
"Item_2_Item_5",0.00167567851138045
"Item_2_Item_6",0.000366212649924469
"Item_2_Item_7",0.00220294626296896
"Item_2_Item_8",0.00147607185923083
"Item_2_Item_9",0.000202940206073701
"Item_2_Item_10",0.00290338320333709
"Item_2_Item_11",0.00294800868609052
"Item_2_Item_12",0.00173760836923252
"Item_2_Item_13",0.0092482468427095
"Item_2_Item_14",0.00426719646978689
"Item_2_Item_15",0.00264732536818818
"Item_2_Item_16",0.00111046805417407
"Item_2_Item_17",0.011492216788871
"Item_2_Item_18",0.00402416411574437
"Item_2_Item_19",0.00025918971194838
"Item_2_Item_20",0.0077936729957693
"Item_3_Item_4",0.00663168086793777
"Item_3_Item_5",0.00191605227320526
"Item_3_Item_6",0.0105361234738423
"Item_3_Item_7",0.000599510045722781
"Item_3_Item_8",0.00257251339009059
"Item_3_Item_9",0.00709823688289079
"Item_3_Item_10",0.00135212771348252
"Item_3_Item_11",0.00192024104673763
"Item_3_Item_12",0.00125765612765012
"Item_3_Item_13",0.00170978517701883
"Item_3_Item_14",0.000928898566532294
"Item_3_Item_15",0.00884230042185928
"Item_3_Item_16",0.00576755650575599
"Item_3_Item_17",0.011448597217426
"Item_3_Item_18",0.00591865521886421
"Item_3_Item_19",0.00114537367689641
"Item_3_Item_20",0.000743819912450007
"Item_4_Item_5",0.00357944751191994
"Item_4_Item_6",0.00112597225721089
"Item_4_Item_7",0.002627663408046
"Item_4_Item_8",0.00353265461872344
"Item_4_Item_9",0.00185549215004405
"Item_4_Item_10",0.00554978901207877
"Item_4_Item_11",0.00266717955256498
"Item_4_Item_12",0.000815866971056335
"Item_4_Item_13",0.00553334680975547
"Item_4_Item_14",0.0048723548820993
"Item_4_Item_15",0.00113219791337732
"Item_4_Item_16",0.00107621238807198
"Item_4_Item_17",0.00364655261998857
"Item_4_Item_18",0.00175414633958004
"Item_4_Item_19",0.00554453342169725
"Item_4_Item_20",0.00733539449301548
"Item_5_Item_6",0.00397914615536281
"Item_5_Item_7",0.00123719315523825
"Item_5_Item_8",0.0072149267602072
"Item_5_Item_9",0.00729033850969272
"Item_5_Item_10",0.0116822730537699
"Item_5_Item_11",0.00101671538552325
"Item_5_Item_12",0.00972994643570919
"Item_5_Item_13",0.00723141073392256
"Item_5_Item_14",0.00711372104926007
"Item_5_Item_15",0.00312805053689639
"Item_5_Item_16",0.000368886550133255
"Item_5_Item_17",0.00595072833668385
"Item_5_Item_18",0.0047684701125353
"Item_5_Item_19",0.00695993064789246
"Item_5_Item_20",0.00553901701355601
"Item_6_Item_7",0.00483522298852066
"Item_6_Item_8",0.00572115620497638
"Item_6_Item_9",0.010123147794479
"Item_6_Item_10",0.00463655354121601
"Item_6_Item_11",0.00355009742898225
"Item_6_Item_12",0.00494044672671102
"Item_6_Item_13",0.000951975815983202
"Item_6_Item_14",0.00917482987997959
"Item_6_Item_15",0.00649708365918768
"Item_6_Item_16",0.00035847789657856
"Item_6_Item_17",0.00900286567729152
"Item_6_Item_18",0.00669637074564701
"Item_6_Item_19",0.00264136534915819
"Item_6_Item_20",0.0024437202021429
"Item_7_Item_8",0.00262243551432824
"Item_7_Item_9",0.00432770910417365
"Item_7_Item_10",0.00902278247696502
"Item_7_Item_11",0.00449975764264216
"Item_7_Item_12",0.00246771956634642
"Item_7_Item_13",0.00303810561593196
"Item_7_Item_14",0.00846424523390813
"Item_7_Item_15",0.00311260124872576
"Item_7_Item_16",0.00506178128454874
"Item_7_Item_17",0.00582123622736194
"Item_7_Item_18",0.00559590372502484
"Item_7_Item_19",0.0143184561348615
"Item_7_Item_20",0.00692850147031955
"Item_8_Item_9",0.000940872737573939
"Item_8_Item_10",0.00428592985323717
"Item_8_Item_11",0.00447274788178582
"Item_8_Item_12",0.00261618602539789
"Item_8_Item_13",0.0100940831307763
"Item_8_Item_14",0.0117879204589528
"Item_8_Item_15",0.00564767411365631
"Item_8_Item_16",0.00850477618748626
"Item_8_Item_17",0.0137582172815677
"Item_8_Item_18",0.00159077773455189
"Item_8_Item_19",0.00582670222446305
"Item_8_Item_20",0.000376260312771881
"Item_9_Item_10",0.00296039716860736
"Item_9_Item_11",0.00715852064073686
"Item_9_Item_12",0.000239317027201434
"Item_9_Item_13",0.0193691616777425
"Item_9_Item_14",0.00654579434044701
"Item_9_Item_15",0.00278571119230802
"Item_9_Item_16",0.00936985866906885
"Item_9_Item_17",0.000552630618347045
"Item_9_Item_18",0.00344250130600865
"Item_9_Item_19",0.00265422640481871
"Item_9_Item_20",0.0121701362631705
"Item_10_Item_11",0.000298297466135681
"Item_10_Item_12",0.00847802836665168
"Item_10_Item_13",0.000961207871126916
"Item_10_Item_14",0.00297722888659
"Item_10_Item_15",0.00698500779547635
"Item_10_Item_16",0.00407189087542812
"Item_10_Item_17",0.00203941714811546
"Item_10_Item_18",0.00335250086883249
"Item_10_Item_19",0.00683438486007295
"Item_10_Item_20",0.00080498429572781
"Item_11_Item_12",0.000181038153065728
"Item_11_Item_13",0.00098349473067653
"Item_11_Item_14",0.00762152632469558
"Item_11_Item_15",0.000288011971703985
"Item_11_Item_16",0.00100289540964286
"Item_11_Item_17",0.00471824291870094
"Item_11_Item_18",0.00909072932191264
"Item_11_Item_19",0.00143390651868785
"Item_11_Item_20",0.00545562226444603
"Item_12_Item_13",0.000155052816322328
"Item_12_Item_14",0.00148217356155431
"Item_12_Item_15",0.00188831894470535
"Item_12_Item_16",0.00370161501112355
"Item_12_Item_17",0.00177055837680818
"Item_12_Item_18",0.00926865092395162
"Item_12_Item_19",0.0102762440941758
"Item_12_Item_20",0.00638689675033542
"Item_13_Item_14",0.00213926377481938
"Item_13_Item_15",0.00730360899734433
"Item_13_Item_16",0.00472941144914757
"Item_13_Item_17",0.00279136212780572
"Item_13_Item_18",0.00897181818584681
"Item_13_Item_19",0.00574066808224666
"Item_13_Item_20",0.0102013274475259
"Item_14_Item_15",0.00110364211228304
"Item_14_Item_16",0.00443122356141318
