"par","distancia"
"Item_1_Item_2",0.00640129816906513
"Item_1_Item_3",0.00663638968043318
"Item_1_Item_4",0.00837872580850139
"Item_1_Item_5",0.0125336859774511
"Item_1_Item_6",0.00177817671842389
"Item_1_Item_7",0.00893014898565537
"Item_1_Item_8",0.00216707741269672
"Item_1_Item_9",0.00625326185373313
"Item_1_Item_10",0.00690282135078126
"Item_1_Item_11",0.00308347223925199
"Item_1_Item_12",0.00535725602234569
"Item_1_Item_13",0.000144447027311002
"Item_1_Item_14",0.00692802591307709
"Item_1_Item_15",0.00897031923110145
"Item_1_Item_16",0.00744146129221442
"Item_1_Item_17",0.00163933506024878
"Item_1_Item_18",0.0036176377029151
"Item_1_Item_19",0.00226016476137653
"Item_1_Item_20",0.00120586700869829
"Item_1_Item_21",0.000800120393940703
"Item_1_Item_22",0.00132922261190623
"Item_1_Item_23",0.0128554443244554
"Item_1_Item_24",0.00622506319725631
"Item_1_Item_25",0.000841192275084949
"Item_1_Item_26",0.00449726776411963
"Item_1_Item_27",0.00435811680834271
"Item_1_Item_28",0.000269829010261768
"Item_1_Item_29",0.0141304536679693
"Item_1_Item_30",0.000530988665960278
"Item_2_Item_3",0.00220991341691238
"Item_2_Item_4",0.00252438047414754
"Item_2_Item_5",0.00809702037079191
"Item_2_Item_6",0.0104602710600329
"Item_2_Item_7",0.00237976204199412
"Item_2_Item_8",0.00435445197929192
"Item_2_Item_9",0.00137025609450761
"Item_2_Item_10",0.00346983011604053
"Item_2_Item_11",0.000920718928527128
"Item_2_Item_12",0.00865071305050434
"Item_2_Item_13",0.0037879647999859
"Item_2_Item_14",0.00478842880314147
"Item_2_Item_15",0.0022025112343161
"Item_2_Item_16",0.00841436231978934
"Item_2_Item_17",0.00331353309303897
"Item_2_Item_18",0.00378308753026719
"Item_2_Item_19",0.000955924243794812
"Item_2_Item_20",0.00359674508622444
"Item_2_Item_21",0.0121470341115375
"Item_2_Item_22",0.00458650598192269
"Item_2_Item_23",0.0139248600238481
"Item_2_Item_24",0.00343468915823024
"Item_2_Item_25",0.0185823478146569
"Item_2_Item_26",0.00211205318961614
"Item_2_Item_27",0.00319284245777726
"Item_2_Item_28",0.0110247844261739
"Item_2_Item_29",0.0146917102200557
"Item_2_Item_30",0.000291475868498056
"Item_3_Item_4",0.00353113254835502
"Item_3_Item_5",0.0201572193070034
"Item_3_Item_6",0.00714358651024794
"Item_3_Item_7",0.00239203280272313
"Item_3_Item_8",0.00306894691126525
"Item_3_Item_9",0.00566639215666148
"Item_3_Item_10",0.00744832738071627
"Item_3_Item_11",0.00789649101024015
"Item_3_Item_12",0.0142073210159968
"Item_3_Item_13",0.00584701268210919
"Item_3_Item_14",0.00116037901047085
"Item_3_Item_15",0.00696385010427426
"Item_3_Item_16",0.00345104128796358
"Item_3_Item_17",0.0081146941796591
"Item_3_Item_18",0.0170893472002603
"Item_3_Item_19",0.0106009390313357
"Item_3_Item_20",0.00787387824880935
"Item_3_Item_21",0.00649371213084416
"Item_3_Item_22",0.00633217008188466
"Item_3_Item_23",0.00274498862440962
"Item_3_Item_24",0.00865801007240236
"Item_3_Item_25",0.00679459181299162
"Item_3_Item_26",0.0010216335809714
"Item_3_Item_27",0.0111885498533403
"Item_3_Item_28",0.00601997388580477
"Item_3_Item_29",0.00235326550080255
"Item_3_Item_30",0.000340210887734633
"Item_4_Item_5",0.00507088996347302
"Item_4_Item_6",0.00704453637402697
"Item_4_Item_7",0.00690746352750854
"Item_4_Item_8",0.00655441260944262
"Item_4_Item_9",0.00512383174652833
"Item_4_Item_10",0.00710652843092507
"Item_4_Item_11",0.00385109781384615
"Item_4_Item_12",0.0038482914787255
"Item_4_Item_13",0.00358169319958605
"Item_4_Item_14",0.00300862779039274
"Item_4_Item_15",0.0145435373262513
"Item_4_Item_16",0.00315475914661616
"Item_4_Item_17",0.00209126499840636
"Item_4_Item_18",0.00845268100049678
"Item_4_Item_19",0.00323409471737235
"Item_4_Item_20",0.00468349397587682
"Item_4_Item_21",0.0020095409021659
"Item_4_Item_22",0.00991597109669021
"Item_4_Item_23",0.00498283484346545
"Item_4_Item_24",0.00495141376103496
"Item_4_Item_25",0.0149318103326941
"Item_4_Item_26",0.00890169965033685
"Item_4_Item_27",0.00456541700640678
"Item_4_Item_28",0.00307679567405084
"Item_4_Item_29",0.0037426576391622
"Item_4_Item_30",0.00864943293018298
"Item_5_Item_6",0.00182275611535279
"Item_5_Item_7",0.00309880593425231
"Item_5_Item_8",0.00859170778110678
"Item_5_Item_9",0.00840151696263145
"Item_5_Item_10",0.00548883138932662
"Item_5_Item_11",0.0189415621383436
"Item_5_Item_12",0.00299126022027622
"Item_5_Item_13",0.00365093368492108
"Item_5_Item_14",0.00282841445408551
"Item_5_Item_15",0.00395881358034515
"Item_5_Item_16",0.000887904366948214
"Item_5_Item_17",0.00310845704237275
"Item_5_Item_18",0.0143974294498828
"Item_5_Item_19",0.006285929534019
"Item_5_Item_20",0.00802294984656161
"Item_5_Item_21",0.00389242099337918
"Item_5_Item_22",0.00890930113056535
"Item_5_Item_23",0.00987976470890464
"Item_5_Item_24",0.00155702076401817
"Item_5_Item_25",0.0121181403247383
"Item_5_Item_26",0.00817245449873396
"Item_5_Item_27",0.00400275527721092
"Item_5_Item_28",0.00947945063206984
"Item_5_Item_29",0.00148259806519198
"Item_5_Item_30",0.00372107574155009
"Item_6_Item_7",0.00917526114983451
"Item_6_Item_8",0.015719905467213
"Item_6_Item_9",0.00180703113699704
"Item_6_Item_10",0.0149081045052906
"Item_6_Item_11",0.0059259028972634
"Item_6_Item_12",0.0129571394765169
"Item_6_Item_13",0.0140863450042371
"Item_6_Item_14",0.00451121469631261
"Item_6_Item_15",0.00455028262398039
"Item_6_Item_16",0.00197700827068609
"Item_6_Item_17",0.000875098614498753
"Item_6_Item_18",0.00875727863731869
"Item_6_Item_19",0.00254354519372055
"Item_6_Item_20",0.00284267561957818
"Item_6_Item_21",0.0134458623444277
"Item_6_Item_22",0.00182715130585849
"Item_6_Item_23",0.014153885886091
"Item_6_Item_24",0.0051812530484816
"Item_6_Item_25",0.00198474383386329
"Item_6_Item_26",0.00236806266877247
"Item_6_Item_27",0.00078922335373041
"Item_6_Item_28",0.00111266264239274
"Item_6_Item_29",0.000282811945187331
"Item_6_Item_30",0.00689508174862212
"Item_7_Item_8",0.0119907517640061
"Item_7_Item_9",0.0140635702136841
"Item_7_Item_10",0.0053816080573664
"Item_7_Item_11",0.0171262954881861
"Item_7_Item_12",0.0101423412812419
"Item_7_Item_13",0.00608152281056986
"Item_7_Item_14",0.00405981868573984
"Item_7_Item_15",0.00180347941181026
"Item_7_Item_16",0.0017544658347012
"Item_7_Item_17",0.00153306625155871
"Item_7_Item_18",0.00673505513368153
"Item_7_Item_19",0.000805445268603642
"Item_7_Item_20",0.00110359796245994
"Item_7_Item_21",0.00946701226466635
"Item_7_Item_22",0.00430860979505589
"Item_7_Item_23",0.0104609578861412
"Item_7_Item_24",0.00514489225952696
"Item_7_Item_25",0.00366514748324878
"Item_7_Item_26",0.0016041901626357
"Item_7_Item_27",0.00057307533478104
"Item_7_Item_28",0.0113043877338911
"Item_7_Item_29",0.00364755928071933
"Item_7_Item_30",0.00341761209222238
"Item_8_Item_9",0.0015596344330568
"Item_8_Item_10",0.007808063720763
"Item_8_Item_11",0.00751544614234451
"Item_8_Item_12",0.00398658477846204
"Item_8_Item_13",0.00871958498071117
"Item_8_Item_14",0.00274780040709427
"Item_8_Item_15",0.0134983857323821
"Item_8_Item_16",0.0129191507585207
"Item_8_Item_17",0.00613432268510355
"Item_8_Item_18",0.00802600921393243
"Item_8_Item_19",0.00437732212925019
"Item_8_Item_20",0.029368941896587
"Item_8_Item_21",0.00459627755365413
"Item_8_Item_22",0.00115200526756794
"Item_8_Item_23",0.0120603475987755
"Item_8_Item_24",0.0102709243307358
"Item_8_Item_25",0.00728367944936021
"Item_8_Item_26",0.00218216746610683
